,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Content Rating NUM,Category NUM
854,Toca Life: Hospital,EDUCATION,4.7,3528,24,100000,Paid,3.99,Everyone,Education;Pretend Play,"June 12, 2018",1.1.1-play,4.4 and up,1,8
760,Learn JavaScript,EDUCATION,4.6,25183,5.4,1000000,Free,0.0,Everyone,Education,"December 25, 2017",5.7.2,4.0 and up,1,8
761,Learn Java,EDUCATION,4.7,52743,5.4,1000000,Free,0.0,Everyone,Education,"December 25, 2017",3.5.2,4.0 and up,1,8
762,Learn HTML,EDUCATION,4.7,61749,5.4,1000000,Free,0.0,Everyone,Education,"December 25, 2017",5.5.2,4.0 and up,1,8
763,"Programming Hub, Learn to code",EDUCATION,4.3,55704,15,1000000,Free,0.0,Everyone,Education,"August 4, 2018",4.2.8,4.1 and up,1,8
764,Learn SQL,EDUCATION,4.7,19277,5.3,1000000,Free,0.0,Everyone,Education,"December 25, 2017",3.4.2,4.0 and up,1,8
721,Japanese / English one-shop search dictionary - Free Japanese - English - Japanese dictionary application,EDUCATION,3.9,61,18,50000,Free,0.0,Mature 17+,Education,"May 28, 2018",1.4.2,5.0 and up,3,8
837,Chegg Study - Homework Help,EDUCATION,4.3,14700,21,1000000,Free,0.0,Everyone,Education,"July 30, 2018",5.7.0,4.4 and up,1,8
725,Kanji test · Han search Kanji training (free version),EDUCATION,4.2,6736,22,1000000,Free,0.0,Mature 17+,Education,"October 17, 2017",2.51.0,4.0.3 and up,3,8
722,English speaking texts,EDUCATION,4.4,1619,3.0,1000000,Free,0.0,Everyone,Education,"July 20, 2018",1.2,1.6 and up,1,8
739,TED,EDUCATION,4.6,181893,18,10000000,Free,0.0,Everyone 10+,Education,"July 27, 2018",3.2.5,4.1 and up,2,8
802,Babbel – Learn Spanish,EDUCATION,4.4,54798,11,1000000,Free,0.0,Everyone,Education,"July 30, 2018",20.7.2,4.4 and up,1,8
803,Mango Languages: Lovable Language Courses,EDUCATION,4.0,4815,19,500000,Free,0.0,Everyone,Education,"July 17, 2018",4.2.3,4.2 and up,1,8
804,Learn English with Aco,EDUCATION,4.6,75112,6.5,1000000,Free,0.0,Everyone,Education,"November 11, 2017",2.09,4.1 and up,1,8
738,Khan Academy,EDUCATION,4.6,85375,21,5000000,Free,0.0,Everyone,Education,"July 27, 2018",5.0.0,4.1 and up,1,8
805,Learn to Speak English,EDUCATION,4.4,33646,7.0,1000000,Free,0.0,Everyone,Education,"July 15, 2018",2.3.9,4.0 and up,1,8
736,English with Lingualeo,EDUCATION,4.7,254519,27,5000000,Free,0.0,Everyone,Education,"July 20, 2018",2.8.1,4.1 and up,1,8
735,Learn English from Persian: Persian to English,EDUCATION,4.3,423,21,100000,Free,0.0,Everyone,Education,"April 3, 2018",6.0,4.0.3 and up,1,8
807,Learn English with Wlingua,EDUCATION,4.7,314300,3.3,10000000,Free,0.0,Everyone,Education,"May 2, 2018",1.94.9,4.0 and up,1,8
808,"busuu: Learn Languages - Spanish, English & More",EDUCATION,4.3,206527,21,10000000,Free,0.0,Everyone 10+,Education,"August 1, 2018",13.9.0.161,5.0 and up,2,8
810,Study Checker,EDUCATION,4.2,3816,2.6,500000,Free,0.0,Everyone,Education,"May 4, 2016",3.6.0.115_FN,2.3 and up,1,8
811,My Study Life - School Planner,EDUCATION,4.3,47847,21,1000000,Free,0.0,Everyone,Education,"June 13, 2017",6.1.3,4.0.3 and up,1,8
812,HomeWork,EDUCATION,4.3,16195,5.2,1000000,Free,0.0,Everyone,Education,"September 20, 2016",8.5.2,4.0 and up,1,8
813,Next Gen Science Standards,EDUCATION,4.3,206,18,50000,Free,0.0,Everyone,Education,"December 20, 2016",1.12.1,2.3 and up,1,8
789,"edX - Online Courses by Harvard, MIT & more",EDUCATION,4.6,32380,10,1000000,Free,0.0,Everyone 10+,Education,"July 15, 2018",2.15.1,4.1 and up,2,8
792,Lynda - Online Training Videos,EDUCATION,4.2,8599,17,1000000,Free,0.0,Everyone,Education,"July 11, 2018",4.9.10,4.1 and up,1,8
790,Rosetta Stone: Learn to Speak & Read New Languages,EDUCATION,4.5,172505,76,5000000,Free,0.0,Everyone,Education;Education,"June 27, 2018",5.2.1,5.0 and up,1,8
741,Udemy - Online Courses,EDUCATION,4.5,99020,18,1000000,Free,0.0,Everyone,Education,"August 2, 2018",5.0.4,5.0 and up,1,8
795,LinkedIn Learning: Online Courses to Learn Skills,EDUCATION,4.6,7973,18,1000000,Free,0.0,Everyone,Education,"July 27, 2018",0.29.74,4.4 and up,1,8
798,Free english course,EDUCATION,4.7,142632,6.9,5000000,Free,0.0,Everyone,Education,"July 12, 2018",2.8,4.1 and up,1,8
800,Learn 50 languages,EDUCATION,4.4,55256,14,5000000,Free,0.0,Everyone,Education,"June 19, 2018",10.9.1,4.0 and up,1,8
801,Rosetta Stone: Learn to Speak & Read New Languages,EDUCATION,4.5,172508,76,5000000,Free,0.0,Everyone,Education;Education,"June 27, 2018",5.2.1,5.0 and up,1,8
743,"edX - Online Courses by Harvard, MIT & more",EDUCATION,4.6,32381,10,1000000,Free,0.0,Everyone 10+,Education,"July 15, 2018",2.15.1,4.1 and up,2,8
749,Lynda - Online Training Videos,EDUCATION,4.2,8599,17,1000000,Free,0.0,Everyone,Education,"July 11, 2018",4.9.10,4.1 and up,1,8
796,Babbel – Learn Languages,EDUCATION,4.3,266935,21,10000000,Free,0.0,Everyone,Education,"July 30, 2018",20.7.2,4.4 and up,1,8
815,Teacher's Gradebook - Additio,EDUCATION,4.2,3241,16,100000,Free,0.0,Everyone,Education,"August 1, 2018",4.8.2,4.0.3 and up,1,8
788,Udacity - Lifelong Learning,EDUCATION,4.3,22384,17,1000000,Free,0.0,Everyone,Education,"July 31, 2018",4.7.0,5.0 and up,1,8
730,PINKFONG Baby Shark,EDUCATION,4.5,10852,18,1000000,Free,0.0,Everyone,Education,"November 28, 2017",10,4.1 and up,1,8
757,Udemy - Online Courses,EDUCATION,4.5,99020,18,1000000,Free,0.0,Everyone,Education,"August 2, 2018",5.0.4,5.0 and up,1,8
729,ABC Preschool Free,EDUCATION,3.8,27572,25,5000000,Free,0.0,Everyone,Education;Education,"October 25, 2017",3.0,2.3 and up,1,8
728,Free intellectual training game application |,EDUCATION,4.2,5741,84,1000000,Free,0.0,Everyone,Education;Pretend Play,"July 25, 2018",3.7.0,4.4 and up,1,8
727,Flippy Campus - Buy & sell on campus at a discount,EDUCATION,4.0,889,7.4,500000,Free,0.0,Everyone,Education,"March 9, 2018",2.2.4,4.2 and up,1,8
827,Lerni. Learn languages.,EDUCATION,4.0,3847,6.9,500000,Free,0.0,Everyone,Education,"October 25, 2017",3.1.3,3.0 and up,1,8
828,Learn 50 languages,EDUCATION,4.4,55256,14,5000000,Free,0.0,Everyone,Education,"June 19, 2018",10.9.1,4.0 and up,1,8
825,ClassDojo,EDUCATION,4.4,148550,59,10000000,Free,0.0,Everyone,Education;Education,"August 3, 2018",4.21.1,4.1 and up,1,8
829,"HelloTalk — Chat, Speak & Learn Foreign Languages",EDUCATION,4.4,84309,41,5000000,Free,0.0,Everyone,Education,"July 25, 2018",2.6.6,4.1 and up,1,8
831,Rosetta Stone: Learn to Speak & Read New Languages,EDUCATION,4.5,172508,76,5000000,Free,0.0,Everyone,Education;Education,"June 27, 2018",5.2.1,5.0 and up,1,8
726,Game for KIDS: KIDS match'em,EDUCATION,4.4,7005,6.9,1000000,Free,0.0,Everyone,Education,"October 23, 2016",1.17,2.3 and up,1,8
833,Babbel – Learn Languages,EDUCATION,4.3,266948,21,10000000,Free,0.0,Everyone,Education,"July 30, 2018",20.7.2,4.4 and up,1,8
834,Innovative: Learn 34 Languages,EDUCATION,4.5,14206,21,500000,Free,0.0,Everyone,Education,"July 26, 2018",1.16,3.0 and up,1,8
835,"busuu: Learn Languages - Spanish, English & More",EDUCATION,4.3,206532,21,10000000,Free,0.0,Everyone 10+,Education,"August 1, 2018",13.9.0.161,5.0 and up,2,8
723,Thai Handwriting,EDUCATION,4.3,3168,19,1000000,Free,0.0,Everyone,Education,"October 26, 2017",3.1,4.4 and up,1,8
830,Mango Languages: Lovable Language Courses,EDUCATION,4.0,4815,19,500000,Free,0.0,Everyone,Education,"July 17, 2018",4.2.3,4.2 and up,1,8
787,Udemy - Online Courses,EDUCATION,4.5,99020,18,1000000,Free,0.0,Everyone,Education,"August 2, 2018",5.0.4,5.0 and up,1,8
776,TOEFL Prep & Practice from Magoosh,EDUCATION,4.5,756,12,100000,Free,0.0,Everyone,Education,"June 18, 2018",3.2.0,4.1 and up,1,8
816,Common Core,EDUCATION,4.0,835,15,100000,Free,0.0,Everyone,Education,"December 20, 2016",2.3.1,2.3 and up,1,8
752,Quiz&Learn Python,EDUCATION,4.0,304,2.0,10000,Free,0.0,Everyone,Education,"July 4, 2016",1.3.0,4.0 and up,1,8
817,Homework Planner,EDUCATION,4.0,2525,1.2,100000,Free,0.0,Everyone,Education,"January 11, 2015",15.9.4,4.0 and up,1,8
820,Edmodo,EDUCATION,4.1,200058,18,10000000,Free,0.0,Everyone,Education,"July 20, 2018",9.12.5,4.0.3 and up,1,8
753,C++ Tutorials,EDUCATION,4.1,358,1.9,50000,Free,0.0,Everyone,Education,"August 21, 2014",1.1,2.3 and up,1,8
754,C++ Programming,EDUCATION,4.3,11904,1.8,1000000,Free,0.0,Everyone,Education,"August 22, 2015",2.0,2.3 and up,1,8
733,Listen and learn English in seven days,EDUCATION,4.3,1516,3.9,100000,Free,0.0,Everyone,Education,"July 28, 2018",3.1,4.1 and up,1,8
821,Socrative Teacher,EDUCATION,3.9,1239,1.8,100000,Free,0.0,Everyone,Education,"July 29, 2016",4.4.1,3.2 and up,1,8
732,Learn English for beginners,EDUCATION,4.5,1929,2.5,500000,Free,0.0,Everyone,Education,"September 28, 2017",1.1,2.3 and up,1,8
755,C Programming,EDUCATION,4.3,22251,1.8,1000000,Free,0.0,Everyone,Education,"June 28, 2015",3.0,2.3 and up,1,8
756,Udacity - Lifelong Learning,EDUCATION,4.3,22384,17,1000000,Free,0.0,Everyone,Education,"July 31, 2018",4.7.0,5.0 and up,1,8
822,Training schedule - AllUniver,EDUCATION,4.1,702,7.6,10000,Free,0.0,Everyone,Education,"October 16, 2017",5.0,4.4 and up,1,8
915,Acorn TV: World-class TV from Britain and Beyond,ENTERTAINMENT,3.0,493,23,50000,Free,0.0,Everyone,Entertainment,"June 15, 2018",2.0.0,4.4 and up,1,9
916,HISTORY: Watch TV Show Full Episodes & Specials,ENTERTAINMENT,4.1,33387,20,1000000,Free,0.0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up,4,9
973,Redbox,ENTERTAINMENT,4.1,115033,30,10000000,Free,0.0,Everyone,Entertainment,"July 2, 2018",7.5.0,5.0 and up,1,9
976,Tribeca Shortlist - Handpicked Movies,ENTERTAINMENT,3.9,801,57,100000,Free,0.0,Teen,Entertainment,"March 21, 2018",4.003.1,4.3 and up,4,9
977,A&E - Watch Full Episodes of TV Shows,ENTERTAINMENT,4.0,29706,19,1000000,Free,0.0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up,4,9
902,AMC Theatres,ENTERTAINMENT,4.3,44550,72,1000000,Free,0.0,Everyone,Entertainment,"July 18, 2018",6.18.3,5.0 and up,1,9
972,The CW,ENTERTAINMENT,4.4,288150,21,5000000,Free,0.0,Teen,Entertainment,"July 23, 2018",2.17,4.4 and up,4,9
978,VH1,ENTERTAINMENT,4.1,27424,17,1000000,Free,0.0,Teen,Entertainment,"July 8, 2018",11.45.0,4.4 and up,4,9
903,IMDb Movies & TV,ENTERTAINMENT,4.2,501497,12,100000000,Free,0.0,Teen,Entertainment,"July 26, 2018",Varies with device,Varies with device,4,9
980,MTV,ENTERTAINMENT,3.8,35279,15,1000000,Free,0.0,Teen,Entertainment,"July 8, 2018",11.45.0,4.4 and up,4,9
981,Lifetime - Watch Full Episodes & Original Movies,ENTERTAINMENT,4.0,35931,19,1000000,Free,0.0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up,4,9
982,Comedy Central,ENTERTAINMENT,3.9,22378,19,1000000,Free,0.0,Teen,Entertainment,"July 8, 2018",11.45.0,4.4 and up,4,9
983,BET NOW - Watch Shows,ENTERTAINMENT,4.2,14807,19,1000000,Free,0.0,Teen,Entertainment,"July 8, 2018",11.45.0,4.4 and up,4,9
970,HISTORY: Watch TV Show Full Episodes & Specials,ENTERTAINMENT,4.1,33387,20,1000000,Free,0.0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up,4,9
959,Tubi TV - Free Movies & TV,ENTERTAINMENT,4.3,296771,11,10000000,Free,0.0,Teen,Entertainment,"July 15, 2018",2.13.5,4.1 and up,4,9
963,Nick,ENTERTAINMENT,4.2,123279,25,10000000,Free,0.0,Everyone 10+,Entertainment;Music & Video,"January 24, 2018",2.0.8,4.4 and up,2,9
881,No.Draw - Colors by Number 2018,ENTERTAINMENT,4.5,235496,13,10000000,Free,0.0,Everyone,Entertainment;Brain Games,"July 29, 2018",1.2.0,4.1 and up,1,9
880,Girly Lock Screen Wallpaper with Quotes,ENTERTAINMENT,4.2,32458,18,5000000,Free,0.0,Everyone,Entertainment,"June 19, 2018",2.2,4.1 and up,1,9
901,Harkins Theatres,ENTERTAINMENT,4.3,1511,12,100000,Free,0.0,Everyone,Entertainment,"June 11, 2018",2.1.1,4.1 and up,1,9
858,Tubi TV - Free Movies & TV,ENTERTAINMENT,4.3,296771,11,10000000,Free,0.0,Teen,Entertainment,"July 15, 2018",2.13.5,4.1 and up,4,9
968,"Movies by Flixster, with Rotten Tomatoes",ENTERTAINMENT,4.5,653008,16,10000000,Free,0.0,Everyone,Entertainment,"June 20, 2018",9.1.4,4.4 and up,1,9
984,FOX,ENTERTAINMENT,3.7,197774,44,10000000,Free,0.0,Mature 17+,Entertainment,"June 25, 2018",6.6.1,4.4 and up,3,9
985,Telemundo Now,ENTERTAINMENT,3.9,8674,19,1000000,Free,0.0,Teen,Entertainment,"May 25, 2018",3.3.1.42,4.4 and up,4,9
986,Nick Jr. - Shows & Games,ENTERTAINMENT,4.2,8968,35,1000000,Free,0.0,Everyone,Entertainment;Music & Video,"January 23, 2018",1.0.20,4.4 and up,1,9
909,DramaFever: Stream Asian Drama Shows & Movies,ENTERTAINMENT,4.2,155234,22,1000000,Free,0.0,Teen,Entertainment,"August 1, 2018",01.01.66,4.4 and up,4,9
911,Investigation Discovery GO,ENTERTAINMENT,4.5,12216,13,1000000,Free,0.0,Teen,Entertainment,"July 24, 2018",2.9.4,4.1 and up,4,9
997,Funny Quotes Free,ENTERTAINMENT,4.2,23666,3.6,1000000,Free,0.0,Teen,Entertainment,"May 4, 2018",8.1,4.0 and up,4,9
998,LOL Pics (Funny Pictures),ENTERTAINMENT,4.4,67554,7.7,1000000,Free,0.0,Teen,Entertainment,"September 15, 2015",4.0,2.3.3 and up,4,9
999,Meme Creator,ENTERTAINMENT,4.2,38769,44,1000000,Free,0.0,Mature 17+,Entertainment,"September 22, 2015",7.2.3,2.3 and up,3,9
913,CBS - Full Episodes & Live TV,ENTERTAINMENT,3.8,92058,12,10000000,Free,0.0,Teen,Entertainment,"July 20, 2018",4.8.6,4.1 and up,4,9
1000,"Imgur: Find funny GIFs, memes & watch viral videos",ENTERTAINMENT,4.3,160164,12,10000000,Free,0.0,Teen,Entertainment,"August 1, 2018",4.2.0.8447,5.0 and up,4,9
1001,Meme Generator,ENTERTAINMENT,4.6,3771,53,100000,Paid,2.99,Mature 17+,Entertainment,"August 3, 2018",4.426,4.1 and up,3,9
1002,SketchBook - draw and paint,ENTERTAINMENT,4.3,256664,77,10000000,Free,0.0,Everyone,Entertainment,"May 4, 2018",4.1.7,4.0.3 and up,1,9
957,Telemundo Now,ENTERTAINMENT,3.9,8674,19,1000000,Free,0.0,Teen,Entertainment,"May 25, 2018",3.3.1.42,4.4 and up,4,9
987,Sticker Market: Emoji keyboard,ENTERTAINMENT,4.3,303,44,10000,Free,0.0,Teen,Entertainment,"December 14, 2017",1.2.3,4.2 and up,4,9
879,Talking Ginger 2,ENTERTAINMENT,4.2,702975,49,50000000,Free,0.0,Everyone,Entertainment,"July 5, 2018",2.6.6.11,4.1 and up,1,9
990,Laugh Out Loud by Kevin Hart,ENTERTAINMENT,4.3,1856,20,100000,Free,0.0,Teen,Entertainment,"August 1, 2018",1.6.1,6.0 and up,4,9
991,ColorFul - Adult Coloring Book,ENTERTAINMENT,4.6,50725,19,5000000,Free,0.0,Everyone,Entertainment,"May 25, 2018",1.0.64,4.0.3 and up,1,9
856,Complete Spanish Movies,ENTERTAINMENT,4.0,11656,4.5,1000000,Free,0.0,Everyone,Entertainment,"January 20, 2018",1.02,4.0.3 and up,1,9
906,Cooking Channel,ENTERTAINMENT,4.1,1033,16,100000,Free,0.0,Teen,Entertainment,"July 27, 2018",Varies with device,Varies with device,4,9
992,Nick,ENTERTAINMENT,4.2,123279,25,10000000,Free,0.0,Everyone 10+,Entertainment;Music & Video,"January 24, 2018",2.0.8,4.4 and up,2,9
877,Radio Javan,ENTERTAINMENT,4.4,46916,4.5,1000000,Free,0.0,Everyone,Entertainment,"July 18, 2018",7.3,4.2 and up,1,9
907,Animal Planet GO,ENTERTAINMENT,4.2,2442,9.6,100000,Free,0.0,Teen,Entertainment,"July 24, 2018",2.9.4,4.1 and up,4,9
994,Hamilton — The Official App,ENTERTAINMENT,4.5,1575,43,100000,Free,0.0,Everyone,Entertainment,"July 13, 2018",2.3.2,5.0 and up,1,9
956,FOX,ENTERTAINMENT,3.7,197774,44,10000000,Free,0.0,Mature 17+,Entertainment,"June 25, 2018",6.6.1,4.4 and up,3,9
900,Marcus Theatres,ENTERTAINMENT,3.6,2639,8.5,100000,Free,0.0,Everyone,Entertainment,"February 7, 2018",2.9.43,6.0 and up,1,9
892,PlayStation App,ENTERTAINMENT,4.2,613059,25,50000000,Free,0.0,Everyone,Entertainment,"July 26, 2018",18.07.0,4.1 and up,1,9
893,Talking Ben the Dog,ENTERTAINMENT,4.3,1633682,57,100000000,Free,0.0,Everyone,Entertainment,"July 3, 2018",3.5.2.2,4.1 and up,1,9
927,Lifetime - Watch Full Episodes & Original Movies,ENTERTAINMENT,4.0,35928,19,1000000,Free,0.0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up,4,9
928,SeriesGuide – Show & Movie Manager,ENTERTAINMENT,4.3,64448,4.4,1000000,Free,0.0,Mature 17+,Entertainment,"July 21, 2018",43,4.0.3 and up,3,9
929,Comedy Central,ENTERTAINMENT,3.9,22378,19,1000000,Free,0.0,Teen,Entertainment,"July 8, 2018",11.45.0,4.4 and up,4,9
930,IMDb Movies & TV,ENTERTAINMENT,4.2,501498,12,100000000,Free,0.0,Teen,Entertainment,"July 26, 2018",Varies with device,Varies with device,4,9
932,Tubi TV - Free Movies & TV,ENTERTAINMENT,4.3,296829,11,10000000,Free,0.0,Teen,Entertainment,"July 15, 2018",2.13.5,4.1 and up,4,9
922,BET NOW - Watch Shows,ENTERTAINMENT,4.2,14807,19,1000000,Free,0.0,Teen,Entertainment,"July 8, 2018",11.45.0,4.4 and up,4,9
890,Ziggo GO,ENTERTAINMENT,4.1,29690,78,1000000,Free,0.0,Teen,Entertainment,"August 3, 2018",2.3.34 Prod,4.3 and up,4,9
917,Nick,ENTERTAINMENT,4.2,123279,25,10000000,Free,0.0,Everyone 10+,Entertainment;Music & Video,"January 24, 2018",2.0.8,4.4 and up,2,9
918,VH1,ENTERTAINMENT,4.1,27424,17,1000000,Free,0.0,Teen,Entertainment,"July 8, 2018",11.45.0,4.4 and up,4,9
886,Amazon Prime Video,ENTERTAINMENT,4.2,411683,24,50000000,Free,0.0,Teen,Entertainment,"August 2, 2018",3.0.231.18141,4.1 and up,4,9
920,A&E - Watch Full Episodes of TV Shows,ENTERTAINMENT,4.0,29706,19,1000000,Free,0.0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up,4,9
936,CBS - Full Episodes & Live TV,ENTERTAINMENT,3.8,92058,12,10000000,Free,0.0,Teen,Entertainment,"July 20, 2018",4.8.6,4.1 and up,4,9
871,StarTimes - Live International Champions Cup,ENTERTAINMENT,4.4,17682,9.7,1000000,Free,0.0,Everyone,Entertainment,"August 3, 2018",5.2,4.0.3 and up,1,9
870,H TV,ENTERTAINMENT,4.3,103078,5.6,5000000,Free,0.0,Everyone,Entertainment,"July 5, 2018",4.6.2,2.3.3 and up,1,9
884,Low Poly – Puzzle art game,ENTERTAINMENT,4.5,23063,17,1000000,Free,0.0,Everyone,Entertainment;Brain Games,"August 3, 2018",1.0.9,4.1 and up,1,9
888,IMDb Movies & TV,ENTERTAINMENT,4.2,501498,12,100000000,Free,0.0,Teen,Entertainment,"July 26, 2018",Varies with device,Varies with device,4,9
921,The CW,ENTERTAINMENT,4.4,288150,21,5000000,Free,0.0,Teen,Entertainment,"July 23, 2018",2.17,4.4 and up,4,9
868,The green alien dance,ENTERTAINMENT,3.8,6979,12,1000000,Free,0.0,Everyone,Entertainment,"July 5, 2018",1.03,4.0 and up,1,9
872,Cinematic Cinematic,ENTERTAINMENT,4.4,37000,15,1000000,Free,0.0,Mature 17+,Entertainment,"June 21, 2018",4.0.5,4.1 and up,3,9
945,WWE,ENTERTAINMENT,4.5,736864,20,10000000,Free,0.0,Teen,Entertainment,"January 19, 2018",3.17.2,4.1 and up,4,9
946,A&E - Watch Full Episodes of TV Shows,ENTERTAINMENT,4.0,29706,19,1000000,Free,0.0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up,4,9
874,Talking Angela,ENTERTAINMENT,3.7,1828284,52,100000000,Free,0.0,Everyone,Entertainment,"July 12, 2018",2.8.2,4.1 and up,1,9
947,VH1,ENTERTAINMENT,4.1,27424,17,1000000,Free,0.0,Teen,Entertainment,"July 8, 2018",11.45.0,4.4 and up,4,9
948,Universal Kids,ENTERTAINMENT,3.6,1968,21,500000,Free,0.0,Everyone,Entertainment;Music & Video,"May 24, 2018",3.3.1.41,4.4 and up,1,9
860,Mobile TV,ENTERTAINMENT,3.5,10939,4.6,10000000,Free,0.0,Everyone,Entertainment,"April 28, 2016",2.05.0010,5.0 and up,1,9
937,Nick,ENTERTAINMENT,4.2,123279,25,10000000,Free,0.0,Everyone 10+,Entertainment;Music & Video,"January 24, 2018",2.0.8,4.4 and up,2,9
951,BET NOW - Watch Shows,ENTERTAINMENT,4.2,14807,19,1000000,Free,0.0,Teen,Entertainment,"July 8, 2018",11.45.0,4.4 and up,4,9
952,LEGO® TV,ENTERTAINMENT,3.7,17247,7.2,1000000,Free,0.0,Everyone 10+,Entertainment;Music & Video,"August 4, 2018",4.0.2,5.0 and up,2,9
953,HBO GO: Stream with TV Package,ENTERTAINMENT,3.8,87723,32,10000000,Free,0.0,Teen,Entertainment,"July 19, 2018",16.0.0.437,4.1 and up,4,9
949,MTV,ENTERTAINMENT,3.8,35279,15,1000000,Free,0.0,Teen,Entertainment,"July 8, 2018",11.45.0,4.4 and up,4,9
898,"Movies by Flixster, with Rotten Tomatoes",ENTERTAINMENT,4.5,653008,16,10000000,Free,0.0,Everyone,Entertainment,"June 20, 2018",9.1.4,4.4 and up,1,9
950,Lifetime - Watch Full Episodes & Original Movies,ENTERTAINMENT,4.0,35931,19,1000000,Free,0.0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up,4,9
940,The CW,ENTERTAINMENT,4.4,288150,21,5000000,Free,0.0,Teen,Entertainment,"July 23, 2018",2.17,4.4 and up,4,9
941,CW Seed,ENTERTAINMENT,4.5,16372,13,500000,Free,0.0,Teen,Entertainment,"July 18, 2018",1.16,4.4 and up,4,9
864,Vigo Lite,ENTERTAINMENT,4.2,10291,6.5,5000000,Free,0.0,Teen,Entertainment,"August 4, 2018",3.7.3,4.0.3 and up,4,9
942,The NBC App - Watch Live TV and Full Episodes,ENTERTAINMENT,4.1,58028,17,5000000,Free,0.0,Teen,Entertainment,"July 5, 2018",4.18.1,4.1 and up,4,9
863,Motorola Spotlight Player™,ENTERTAINMENT,4.6,22508,3.3,10000000,Free,0.0,Everyone,Entertainment,"July 16, 2015",v1.8b22p13,4.2 and up,1,9
882,🔥 Football Wallpapers 4K | Full HD Backgrounds 😍,ENTERTAINMENT,4.7,11661,4.0,1000000,Free,0.0,Everyone,Entertainment,"July 14, 2018",1.1.3.2,4.0.3 and up,1,9
895,Trailer Addict Movie Trailers,ENTERTAINMENT,3.9,2646,9.1,100000,Free,0.0,Teen,Entertainment,"February 14, 2018",2.2.0,4.2 and up,4,9
943,HISTORY: Watch TV Show Full Episodes & Specials,ENTERTAINMENT,4.1,33387,20,1000000,Free,0.0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up,4,9
896,Cinemark Theatres,ENTERTAINMENT,4.1,21867,39,1000000,Free,0.0,Teen,Entertainment,"July 12, 2018",2.19.0,5.0 and up,4,9
883,"Movies by Flixster, with Rotten Tomatoes",ENTERTAINMENT,4.5,653008,16,10000000,Free,0.0,Everyone,Entertainment,"June 20, 2018",9.1.4,4.4 and up,1,9
1033,Moot Peru 2018,EVENTS,4.191767218366257,13,27,1000,Free,0.0,Everyone,Events,"June 28, 2018",1.0,3.0 and up,1,10
1038,Mindvalley U Tallinn 2018,EVENTS,5.0,1,21,100,Free,0.0,Everyone,Events,"July 3, 2018",1.0.5,4.4 and up,1,10
1036,Emmabodafestivalen,EVENTS,4.8,12,29,1000,Free,0.0,Everyone 10+,Events,"June 28, 2018",42.0,4.2 and up,2,10
1034,FM News,EVENTS,4.191767218366257,46,3.6,5000,Free,0.0,Everyone,Events,"July 4, 2018",1.4,4.2 and up,1,10
1037,KudaGo - things to do in NY,EVENTS,4.4,4298,4.4,100000,Free,0.0,Everyone,Events,"April 27, 2017",2.2.2,4.0 and up,1,10
1029,Quake & Volcanoes: 3D Globe of Volcanic Eruptions,EVENTS,4.4,663,6.0,100000,Free,0.0,Everyone,Events,"October 14, 2017",1.1.3,4.1 and up,1,10
1031,Picktrainer: India's largest photo contest app,EVENTS,4.5,1065,9.0,100000,Free,0.0,Everyone,Events,"May 31, 2018",1.3.2,4.1 and up,1,10
1030,Prosperity,EVENTS,5.0,16,2.3,100,Free,0.0,Everyone,Events,"July 9, 2018",1.14,2.0 and up,1,10
1039,Rockmaraton Info,EVENTS,4.191767218366257,49,13,1000,Free,0.0,Everyone,Events,"July 8, 2018",18.4,4.4 and up,1,10
1028,SUMMER SONIC app,EVENTS,5.0,4,61,500,Free,0.0,Everyone,Events,"July 24, 2018",1.0,4.4 and up,1,10
1027,vide-greniers.org,EVENTS,4.3,5839,3.5,100000,Free,0.0,Everyone,Events,"November 8, 2016",16.11.8,2.3.3 and up,1,10
1032,AAS-IN-ASIA 2018,EVENTS,4.191767218366257,3,11,100,Free,0.0,Everyone,Events,"July 4, 2018",1.1.9,4.1 and up,1,10
1040,Freitas Auctioneer Official,EVENTS,3.7,100,27,50000,Free,0.0,Everyone,Events,"December 15, 2017",1.0.11,4.0.3 and up,1,10
1045,MeAuDote - An act of love that saves a life,EVENTS,4.191767218366257,250,23,1000,Free,0.0,Everyone,Events,"June 22, 2018",1.0.11,4.1 and up,1,10
1042,"Xceed - Clubs, DJs, Festivals & Tickets",EVENTS,4.1,399,24,100000,Free,0.0,Everyone,Events,"August 3, 2018",Cannonau 3.11.11,5.0 and up,1,10
4615,The T Factor,EVENTS,4.8,48,13,1000,Free,0.0,Everyone,Events,"September 26, 2017",8.8,4.2 and up,1,10
1043,AMM Events & CPD,EVENTS,4.191767218366257,5,6.1,100,Free,0.0,Everyone,Events,"August 4, 2018",1.0.5,4.3 and up,1,10
